210.33456731503068		191.76368775618118
242.22241505013815		235.7879064643996
292.21281019032665		266.90639801853666
269.21305834334817		310.2143298385096
306.1157726607145		200.76769440451451
325.91858422055213		235.45169859614435
305.6129494307167		172.25109078744396
300.45549377685705		193.73420637595592
269.85859476254063		228.31108594998653
346.2161471058206		209.34848389740003
334.7355353905715		176.31768908646228
258.81046765314693		216.24919410265613
243.76557871878165		241.49741583895653
336.8419524439245		235.06999439414238
249.3306033689867		210.94075213703644
271.51611470470704		198.27693999951563
341.09471097177635		138.1904305045234
192.45161111150517		197.5295143835751
340.16985833200977		175.0908553305648
266.9753023897308		215.0065792233325
298.2523274305611		340.7547637040812
288.9461416046453		207.79657139405342
186.33720772616448		185.94344791953554
277.41330695301167		206.25618373552336
233.78965230637476		269.1542444394094
223.24884019328772		204.74013672975872
348.3716998051439		180.99984113662444
173.27084688460627		246.81702878934757
251.28795219917404		310.5720858018131
240.17628684917506		243.07833380818994
186.68486711824076		233.84003972467133
294.93664075181636		193.5556563213753
272.27002943206213		298.5740708538334
351.6749861571668		204.29947427071633
231.3945844972703		191.34394745900278
311.65142155430107		227.32687947271867
236.2733952945002		214.34236691164574
288.0273069093301		190.50265560831554
298.76692067991206		243.7201741070949
194.95689951037943		217.55835007359028
252.77392909151519		292.37718518611786
258.59304819586464		236.7907095200415
330.76386802445467		268.5941306274198
283.96999724288077		215.9149082134328
292.77618114464536		210.2349851739378
299.7850573809772		291.91705151753547
303.13854115923164		145.0450225235595
321.2528280201674		214.70447940280474
250.6125110362026		293.8064265290985
292.072395413518		244.12833973517334
240.6506559963015		163.8652236242756
308.6135309251939		167.0367461852439
297.41324367525533		194.3548858159018
251.6665389227835		194.96281025245813
199.96484108629707		218.08092447068844
292.29104156153636		238.97712081536008
313.50455503277055		256.70745316875553
336.1610811341052		293.9934637781454
280.43042405475376		266.7181982925341
309.9819571722522		301.8057749260296
246.6835399650488		245.27427839105377
307.6198006739667		234.88581687396956
284.85796229246273		214.00093359503094
210.04872582219778		210.10179019185145
202.5052159136723		210.35975694396274
328.1142169466449		190.44847491094106
342.42623932684523		259.9658555463922
276.1654979860136		184.44297762503322
321.78144941513847		164.1255401023846
310.85245717973277		206.16987378679954
318.9787135197785		213.13759131681002
263.00342884421815		237.1510936854001
249.10889321360492		371.15498625185376
223.2573883086206		338.35850401827247
276.18657716876993		199.664187057107
374.8218325373526		186.45517091286305
187.00514296690687		235.7563294976128
210.39240655755864		173.18931643886862
348.0313145108348		195.51662830688434
339.1262214931404		197.9271120553786
336.5684012752159		188.19761923734737
262.86668364486763		256.5434521118305
291.56106379363985		193.78836492800465
212.11371310551976		167.9659726407138
336.6898260508388		190.19053788271654
